loc,text,label
5,architecture iccube is implemented in java and follows j2ee standards .,1
7,it is endemic to the island of java .,0
15,"pelog is one of the two essential scales of gamelan music native to bali and java , in indonesia .",0
34,"it is widespread across much of southeast asia , including southern china ( hainan , tibet , yunnan ) , bhutan , assam , malaysia , myanmar , nepal , thailand , vietnam , java , sumatra , the philippines , and the andaman & nicobar islands .",0
27,"fall of 2006 saw the release of version 4 of the database , now stored in postgresql , and the supporting software , now written entirely in java .",1
0,"java , c# , vb and php are popular programming languages for web and business applications .",1
20,"applications applications ( '' apps '' ) , that extend the functionality of devices , are developed primarily in the java programming language using the android software development kit ( sdk ) .",1
4,the project is a java based xml modeling application written to make creating and editing xml files easier .,1
10,"although most traditional malay dances were influenced by india , java and other parts of southeast asia , mak yong 's singing and musical repertoire are unique .",0
4,"object-oriented languages such as java , smalltalk .",1
39,"the topics covered over the course of the week long session include : basic web page design ( using html ) advanced web page design ( using php , javascript and css ) computer programming ( using c++ and java ) graphics design ( using adobe photoshop ) history the camps started back in 1992 when engineer f. wayne tunison saw the opportunity to make use of computer resources of other computer analysts on summer vacation .",1
17,"the company delivers software consulting , product engineering , and it training services with a focus on java software development .",1
9,"technology as a platform , linguastream provides an extensive java api .",1
13,schouten was arrested ( and later released ) and his ship confiscated in java .,0
21,"the officers and european crew from talthybius formed part of the crew of , which took 600 refugees form singapore to java , indonesia and then towed from tanjung priok , indonesia to freemantle , australia .",0
7,gemstones and other merchandise from thailand and java were traded in the delta and through it .,0
25,"hotjava ( later called hotjava browser to distinguish it from hotjava views ) was a modular , extensible web browser from sun microsystems implemented in java .",1
32,"it consists of a single known species , siderasis fuscata , endemic to the state of rio de janeiro in southeastern brazil , though it is also naturalized on the island of java in indonesia .",0
13,"third party wrappers are also available for python , perl , fortran , java , ruby , lua , haskell , matlab , idl , and native support in mathematica .",1
7,it is found on peninsular malaysia and java .,0
23,"aside from his work in theoretical computer science , savitch has written a number of textbooks for learning to program in c/c++ , java , ada , pascal and others .",1
8,"in indonesia like in kalimantan , sumatra , java and may occur in bali ; in the west coast of malaysia and also in thailand , cambodia , and vietnam but not east of the wallace line .",0
11,"for c++ , in the library for c# , at for java , in the library for matlab , in the package for perl , in the module for python , in the networkx library for r , in package see also dijkstra 's algorithm , an algorithm for finding single-source shortest paths in a more restrictive class of inputs , graphs in which all edge weights are non-negative johnson 's algorithm , an algorithm for solving the same problem as the floyd -- warshall algorithm , all pairs shortest paths in graphs with some edge weights negative .",1
13,"mpu prapanca writes the epic poem nagarakretagama , about the majapahit empire in java .",0
3,it is a java web based cross-platform solution .,1
39,"distribution and ecology hose 's frog has been recorded from the malay peninsula south of the kra isthmus , on phuket , tioman , borneo , the batu islands , sumatra , simeulue , bangka island , belitung and java .",0
27,"his father , a member of the imperial diet until the act of his son forced him to resign , and his married sister exiled themselves to java , dutch east indies in order to escape the disgrace which namba , by his act , had brought upon the family .",0
32,"testcomplete is used for testing many different application types including web , windows , android , ios , wpf , html5 , flash , flex , silverlight , .net , vcl and java .",1
17,"other software include a document viewer for doc , xls , and pdf formats , and a java midp 2.0 games player .",1
29,"discovery on may 12 , 1999 , british marine salvor michael hatcher discovered the wreck of the tek sing in an area of the south china sea north of java , east of sumatra and south of singapore .",0
7,the class system gained features ( e.g. java - style interfaces ) and also lost several features ( e.g. multiple inheritance ) throughout these versions .,1
9,"applications and games from t-zones , one can download java applications that run on mobile phones and store them in the phone .",1
13,"it contains only one species , phepsalostoma electracma , which is found on java .",0
11,"following the destruction of the abdacom forces in the battles around java in february and march , the japanese sortied into the indian ocean to destroy british seapower there and support the invasion of burma .",0
17,"komodo ide an ide for python , perl , php and ruby netbeans , is written in java and runs everywhere where a jvm is installed .",1
6,he was buried at semarang in java aged 78 .,0
14,"internet , development of technologies such as web 2.0 , css , php , java to be used in different purposes and fields .",1
11,"geographic range c. intestinalis is found in borneo , indonesia , java , malaysia , the mentawai archipelago , the philippines , singapore , sumatra , thailand , and vietnam .",0
27,"musa salaccensis , commonly called javanese wild banana , is a malesia tropical species of plant in the banana family native to the islands of sumatra and java , in indonesia .",0
14,"distribution and habitat its range covers the malay peninsula , borneo , sumatra , java , bali , seram and the lesser sunda islands east to timor .",0
17,"it is found in malaysia ( sabah ) , indonesia ( sumatra , nias , kalimantan and java ) and the philippines .",0
4,ec2box is written in java ( server side ) and javascript ( client ) .,1
39,emma-based tools includes code coverage support from its own and an emma plugin sonarqube emma plugin enables usage of emma analyses within the code quality management platform sonarqube serenity serenity is an open source toolkit for measuring and reporting java code coverage .,1
6,it occurred on the island of java from 28 february-12 march 1942 .,0
22,"early 17th century : 1600 -- a dutch ship of 800 tons , armed with 50 cannons , returning to holland from java with a very valuable cargo of spices , was shipwrecked somewhere near sainte-luce ( manafiafy ) .",0
6,joe-e is a subset of the java programming language intended to support programming according to object-capability discipline .,1
31,"achomawi basket-maker his most significant trips were 1881 - brazil 1883 - india , burma , singapore , china and the philippines 1888 - singapore and ceylon 1890 - singapore and java 1892 - ceylon , singapore and india societies workman was , as well as being actively involved in the civic administration of belfast , the honorary librarian of the belfast natural history and philosophical society becoming president in 1898 .",0
14,"there are also interfaces to other languages ( c , c# , fortran , java , matlab , and visual basic ) .",1
13,ter poorten was also allied land forces commander in the american-british-dutch-australian command on java during early 1942 .,0
37,"after her father died , admiral hajji mahmud ( admiral zheng he ) of ming china decided to make her brother the new chieftain of palembang , so she left palembang and went to gresik in east java to preach her religion to the natives .",0
9,"general architecture for text engineering or gate is a java suite of tools originally developed at the university of sheffield beginning in 1995 and now used worldwide by a wide community of scientists , companies , teachers and students for all sorts of natural language processing tasks , including information extraction in many languages .",1
9,"he also invested in rubber plantations in malaya , java and borneo .",0
23,"users can get up to speed quickly on the most critical technologies affecting their profession , like open , industry-standard technologies such as java , linux , soa and web service , web development , ajax , php , and xml , as well as learn about ibm 's software products ( websphere , rational , lotus , tivoli and db2 ) .",1
32,"in smalltalk , objective-c , .net , python , realbasic , and swift they are called dictionaries ; in perl , ruby and seed7 they are called hashes ; in c++ , java , go , clojure , scala , ocaml , haskell they are called maps ( see map ( c++ ) , unordered map ( c++ ) , and ) ; in common lisp and windows powershell , they are called hash tables ( since both typically use this implementation ) .",1
17,"indeed , in february 1871 meessen gifted an album of his better-executed photographs from his time in java and sumatra to king william iii .",0
33,features qt extended features : windowing system synchronization framework development environment internationalization and localization support game and multimedia personal information manager applications full screen handwriting input method personalization options productivity applications internet applications java integration wireless support qt extended is dual license under the gnu general public license ( gpl ) and proprietary licenses .,1
11,"on 4 february 1942 , marblehead stood out of surabaya , java , as part of a mixed american - dutch cruiser-destroyer force under rear admiral karel w. f. m. doorman , rnn .",0
22,"with the approval and initial assistance of dragon 's eye productions , adam maloy and christopher howard wolf converted the game to java and added a storyline , along with new features and new artwork .",1
3,it is a java - based application programming interface for wikipedia and allows programmatic access to all information contained in wikipedia .,1
15,under his direction infor updated big industry-specific applications from older software languages to .net and java programming languages .,1
20,"when the japanese occupied the indies in february 1942 , nio was one of at least 542 ethnic chinese from java and madura who were arrested and detained .",0
33,"its influence lives on in various other systems however ; the corba type any is distinctly recognisable in napier88 's type any ; microsoft 's clr uses a similar polymorphic architecture , and java 's parametric types solve some of the same problems of uninstantiated types escaping from their static scope .",1
32,"disperis is a genus of 74 species distributed in tropical and southern africa , madagascar , mascarenes , sri lanka , india , thailand , ryukyu islands , china , taiwan , java , lesser sunda islands , philippines , new guinea , and carolines .",0
19,"it can generate html documents from a variety of programming language , including c , c++ , c# , java , idl , php , and visual basic .",1
5,its name is inspired by java 's jar ( file format ) technology .,1
15,corba then specifies a mapping from idl to a specific implementation language like c++ or java .,1
1,"in java and borneo , the introduction of indian culture creates a demand for aromatics .",0
10,"repairs began immediately , but the japanese were moving on java .",0
18,"she studied in arabia and undertook widespread archaeological studies including egypt , syria , palestine , persia , java , china , ethiopia , afghanistan , and the khmer , inca , aztec , and mesopotamian peoples .",0
17,"it was in the batik factory where her father worked , that waldjinah began listening to traditional java song and music .",0
6,"as well as applications written in java investors the company 's investors are uv partners , sigma partners , hummer winblad and partech international .",1
4,"they then rowed to java , which took 19 days , only to find that it too was occupied .",0
2,"includes a java alternative to the trec eval tool , capable of performing significance tests over pairs of runs .",1
8,"subjects range from open , industry-standard technologies like java , linux , soa and web service , web development , ajax , php , and xml to ibm 's products ( websphere , rational , lotus , tivoli and information management ) .",1
13,"it was described by snellen , in 1900 , and is known from java in indonesia .",0
16,the kernel was initially developed as part of an experiment on investigating the feasibility of running java server application without a traditional operating system only using a simple kernel .,1
3,described originally from java .,0
9,the game provides the atmosphere of the island of java on a hexagonal board .,0
32,"idls describe an interface in a language-independent way , enabling communication between software components that do not share a language for example , between components written in c++ and components written in java .",1
59,") , myanmar , nicobar islands , andaman islands ( stragglers only ) , western , southern and eastern china ( including hainan ) , taiwan and southern japan , ryukyu islands , thailand , laos , vietnam , kampuchea , malaysia , and indonesia ( sumatra , mentawai islands , nias , batu , simeulue , bangka , java , kalimantan , and the lesser sunda islands ) .",0
14,"by the late 18th century slaves drawn from madagascar , angola , india , java , malaysia , etc. , outnumbered settlers in the colony .",0
6,"the syntax is also used in java , ocaml , python , perl , and d , and as an unofficial extension in some c compilers since at least 2007 .",1
13,exmaralda is based on the open standards xml and unicode and programmed in java .,1
15,"with british force 66 , cummings sortied 15 may for air strikes on soerabaja , java , then she left the british forces and returned to pearl harbor via sydney .",0
44,"subspecies described subspecies include : c. l. dedii somadikarta , 1986 - bali and lombok c. l. dodgei richmond , 1905 ( bornean swiftlet ) - sabah c. l. linchi horsfield & f. moore , 1854 - madura , bawean , nusa penida and java c. l. ripleyi somadikarta , 1986 - barisan mountains , sumatra description this bird is shiny blackish-brown above with a greenish gloss , including its rump ; sometimes looks black and hooded .",0
29,) bfd -- object file library dotgnu -- replacement for microsoft .net gnu c library ( glibc ) -- posix - compliant c library gnu classpath -- libraries for java gnu fribidi -- a library that implements unicode 's bidirectional algorithm gnu gettext -- internationalization library gnulib -- portability library designed for use with the gnu build system gnu libmicrohttpd -- embeddable http server gnu lightning -- just-in-time compilation for generating machine language gnu osip -- session initiation protocol library to implement voip applications gnu portable threads ( pth ) -- software threads for posix - compatible operating systems other compilers and interpreters the following packages provide compilers and interpreters for programming languages beyond those included in the gnu compiler collection .,1
3,programming interfaces for java and rest are included to extend and customize behavior .,1
57,"var x : integer ; procedure inc ; begin x : = x +1 ; end ; x : = 0 ; inc ; this in the single pass compiler when x is referenced , the semantic analysis and code generation can be done since the compiler already knows from the declaration of x : languages like java require a multi-pass compiler since the definition of x would not be required to come before the use .",1
6,"modern languages ( e.g. haskell and java ) tend to avoid copybooks or includes , preferring module and import/export systems for namespace control .",1
12,"there are tools , such as checkstyle , pmd and findbugs for java , to automatically check for certain kinds of code smells .",1
17,"this architecture allows application to be built up from a mixture of code written using php , java , groovy or the flow language .",1
19,"unlike constraint programming toolkits , which expect users to write programs in a traditional programming language like c++ , java or prolog , minion takes a text file which specifies the problem , and solves using only this .",1
7,the technology takes the form of a java application which is downloaded to the user handset via cellular wireless networks .,1
18,"founded 2003 in sweden , mythicscape online entertainment was a small company focused on developing online game and java based user interface .",1
5,"timor was incorporated into ancient java , chinese and indian trading networks of the 14th century as an exporter of aromatic sandalwood , slave , honey and wax , and was settled by both the dutch , based in kupang , and the portuguese in the mid-17th century .",0
20,"the city of banyuwangi is the administrative capital of banyuwangi regency at the far eastern end of the island of java , indonesia .",0
4,this article compares the java and android api and virtual machine .,1
45,"taxonomy the white-bellied sea eagle was first described by the german naturalist johann friedrich gmelin in 1788 , although john latham had made notes on the species in 1781 , from a specimen obtained in february 1780 at princes island off the westernmost cape of java during captain cook 's last voyage .",0
3,"at madang , java he became a director in a hospital for eye and tropical diseases , and it was in leber 's clinic that max dauthendey died from malaria in august , 1918 .",0
9,dendroscope is an interactive computer software program written in java for viewing phylogenetic tree .,1
26,"an alternative method for animations in web pages is to use conventional static images and animate them using javascript , adobe flash , microsoft silverlight , java or other plugin based technologies .",1
19,"in the novel , the protagonist , max havelaar , tries to battle against a corrupt government system in java , which was then a dutch colony .",0
63,"the following operating systems are supported : linux ( glibc ) = 2.5 ) mac os x ( universal binary ) windows 2000 , xp , vista , 7 those applications are published under the following licences ( you must agree with at least one licence ) : gnu gpl gnu lgpl mpl cecill binary versions can be distributed with proprietary libraries ( java jre ) models is currently one of the main scenari models and is used in several french universities and by some international partners to produce academic training documents .",1
4,implementations or implementation in java .,1
31,client software amarok : kde audio player banshee : multi-platform audio player clementine : multi-platform audio player cdex : microsoft windows cd ripper ieatbrainz : mac os x deprecated jaikoz : java mass tag editor max : mac os x cd ripper and audio transcode mp3tag : windows metadata editor and music organizer musicbrainz picard : cross-platform album-oriented tag editor musicbrainz tagger : deprecated microsoft windows tag editor puddletag : a tag editor pyqt under the gplv3 rhythmbox music player : audio player for unix-like systems sound juicer : gnome cd ripper foo musicbrainz component for foobar 2000 : music library/audio player beets : automatic cli music tagger/organiser for unix-like systems .,1
3,daisy is a java / xml open-source content management system based on the apache cocoon content management framework .,1
8,"thumbee is a target for languages such as java , c# , perl , and python , and allows jit compiler to output smaller compiled code without impacting performance .",1
7,"jabber : the jabberwocky engine is a java program created by neil hennessy , a poet and new media artist .",1
15,an earlier tool with a similar function also called python server pages but based on java and jpython was first released in 1999 .,1
16,"it supports boo , c , c++ , c# , cil , d , f# , java , oxygene , python , vala , and visual basic.net .",1
16,"the jess rules engine utilizes the rete algorithm , and can be utilized to create : java servlet enterprise javabeans applet license while clips is licensed as open source , jess is not open source .",1
10,"afrs stations broadcast from the islands of new guinea , java , and borneo in the dutch east indies as the allies moved into the gilbert islands and bismarck archipelago to the east .",0
15,"sydle seed sydle seed is a workflow engine for business process management , written in java where you can model , execute and monitor processes described in bpmn .",1
9,"van dorp died in a japanese internment camp on java , three weeks after the capitulation of japanese forces .",0
12,roast beef is partial to unix and his preferred programming language is java .,1
1,"a java version was written in '' 1996 as a challenge to write battlezone , the once well-known atari arcade game , in 24 hours , '' according to the cyberdyne systems web site .",1
14,"history in its early days , sulake developed and experimented with an open source java based gnu called fuse light , an alternative to macromedia 's flash .",1
8,"in indonesia , especially on the island of java , the sultan 's divine right is more commonly known as the wahyu , or ` revelation ' , but it is not hereditary , and can be passed on to distant relatives .",0
38,"a type-inferring compiler greatly reduces the need for manual type annotations ( for example , the data type of variables and the signature of functions usually do not need to be explicitly declared , as they do in java ) .",1
6,"it is found on sumatra , java , bali , the peninsular malaysia and borneo .",0
22,"each of these various regions had its own subspecies of gallus gallus , including : g. g. gallus indochina g. g. bankiva java g. g. jabouillei vietnam g. g. murghi india g. g. spadiceus burma g. g. domesticus ( domestic chicken ) sexual dimorphism male and female birds show very strong sexual dimorphism .",0
12,"parrott operated in the netherlands east indies archipelago until the fall of java , participating in two major engagements -- the battle of makassar strait ( 24 january 1942 ) and the battle of badoeng strait ( 20 february 1942 ) .",0
10,it is still found in parts of central and east java today .,0
15,"google developed protocol buffers for use internally and has made protocol compilers for c++ , java and python available to the public under a free software , open source license .",1
3,"newer implementations utilize java , javascript , ajax , adobe flex , microsoft .net , or similar technologies to provide real-time control in a separate program , eliminating the need to refresh a traditional html based web browser .",1
16,"he represented the federated malay states government in negotiations with netherlands indies government at bandoeng , java , regarding liquidation of war ( 1914 -- 1918 ) tin stocks .",0
22,the mouse-deer are restricted to southeast asia from far southern china ( south yunnan ) to the philippines ( balabac ) and java .,0
10,the ap exam currently tests students on their knowledge of java .,1
10,"according to a well known google employee , c++ , java , python and ( more recently ) go are favored over other programming languages .",1
5,"for immigrants and travelers from java , the city is the entry point to sumatra , especially before the construction of the major harbor at bakauheni , just south of bandar lampung .",0
11,"it is endemic to indonesia where it occurs on sumatra and java , where its natural habitat is subtropical or tropical moist montane forest .",0
3,they came from java in the dutch east indies ( modern indonesia ) .,0
34,"the fanged river frog , javan giant frog , malaya wart frog , or stone creek frog ( limnonectes macrodon ) is a species of frog in the dicroglossidae family endemic to sumatra and java , indonesia .",0
38,official language bindings c : 2.1 .net : 2.1 external language bindings python : 2.0 d : 1.6 ( derelict 2 ) and 2.0 ( derelict 3 ) ruby : rc-2 .0 ocaml : 1.6 and rc-2 .0 java : 2.1 rust : 2.1 hello world the program below provides a short overview of the sfml .,1
56,"a consequence of syntactic abstraction is also that any lisp dialect and in fact almost any programming language can , in principle , be implemented in any modern lisp with significantly reduced ( but still non-trivial in some cases ) effort when compared to '' more traditional '' programming languages such as python , c or java .",1
12,"two of the recordings were from bali , and three were from java : bali : gamelan semar pegulingan bali : music from the shadow play , music from a wayang performance ( 1971 ) .",0
29,"this product contains a wsh scripting engine which allows for programming of the windows operating system and applications with rexx in the same fashion in which visual basic and java / j++ are implemented by the default wsh installation and perl , tcl , python third-party scripting engines .",1
37,"in early 1942 , kuroshio participated in the invasion of the netherlands east indies , escorting the invasion forces for menado , kendari and ambon in january , and the invasion forces for makassar , timor and java in february .",0
12,"mekarbaru is a district located in the tangerang regency of banten in java , indonesia .",0
28,"weaving in aspectj in the programming language aspectj , pointcuts , join points , and the modularized code are defined in an aspect block similar to that of java classes .",1
9,bonita bpm engine : the bpm engine is a java api that allows you to interact programmatically with your processes .,1
8,"these alternative implementations include jact-r ( written in java by anthony m. harrison at the naval research laboratory ) and python act-r ( written in python by terrence c. stewart and robert l. west at carleton university , canada ) .",1
19,"inscript is a software library providing an ecmascript engine for ecma-262 3ed , written in c++ , and some java classes for liveconnect .",1
2,"monitor ) java ( via the wait and notify methods ) mesa modula-3 python ( via object ) ruby squeak smalltalk turing , turing+ , and object-oriented turing µc++ a number of libraries have been written that allow monitors to be constructed in languages that do not support them natively .",1
3,"along sumatra , java , borneo and the philippines subspecies hypoleucus ( sometimes considered a full species ) is found while wahgiensis is restricted to new guinea .",0
19,"applications may be written in the c language , c++ , python , perl , lua , javascript , java and microsoft .",1
23,"the swedish black rooster , hen or chicken is the result of cross-breeding from the ayam cemani , and originated in sumatra and java .",0
19,"beanywhere is compatible with android , os x and microsoft windows and it can also be used through a java - based web console .",1
24,"for example , assertions could be placed at the default clause of the switch statement in languages such as c , c++ , and java .",1
37,"internals libvirt supports several hypervisor and is supported by several management solutions libvirt itself is a c library , but it has bindings in other languages , notably in python , perl , ocaml , ruby , java , and php .",1
7,"in 1905 and 1906 neisser traveled to java , in order to study the possible transmission of syphilis from apes to humans .",0
4,in order to support java ibm 4690 os version 2 brought support for long filenames by means of a virtual filesystem ( vfs ) architecture and it introduced fat32 volumes .,1
3,orbit diagram a java applet is available and provided as a 3d orbit visualization tool .,1
16,"famous alumni include stephanie kwolek , inventor of kevlar ; james gosling , creator of the java programming language ; andy bechtolsheim , co-founder of sun microsystems ; pop artists andy warhol and burton morris ; former general motors ceo and secretary of defense , charles erwin wilson ; billionaire hedge fund investor david tepper ; mountaineer and author aron ralston ; and astronauts edgar mitchell ( of apollo 14 ) and judith resnik , who perished in the space shuttle challenger disaster .",1
24,"textile was originally implemented in php , but has been translated into other programming language including perl , python , ruby , asp , java and c# .",1
10,"the same month , nwa 's liberators attacked targets in java in the lead-up to the battle of tarakan that commenced on 1 may .",0
19,"lightweight test automation harnesses are not tied to a particular programming language but are most often implemented with the java , perl , visual basic .net , and c# programming languages .",1
9,"pophealth uses the ruby on rails framework , the java programming language , the open source mongodb database , and several web 2.0 javascript libraries including scriptaculous and prototype .",1
23,"indonesia jemaah islamiya terror suspect noordin mohammed top was killed during a raid on his hideout by counterterrorism police in temanggung , central java on august 8 , 2009 .",0
14,"heavy volcanic ash falls were observed as far away as borneo , sulawesi , java , and maluku islands .",0
27,"afterwards he returned to breslau as an assistant to dermatologist albert neisser ( 1855-1916 ) , under whose direction he participated on a medical research mission to java ( 1907 ) .",0
9,neuroph is an object-oriented neural network framework written in java .,1
15,"azul systems , inc. , a privately held company , develops runtime platforms for executing java - based applications .",1
25,"the opencl standard defines host apis for c and c++ ; third-party apis exist for other programming languages such as python , julia , or java .",1
22,"the anjuvannam guild : consisting of jewish , christian and muslim traders operating in the ports of malabar , coromandal coast and java .",0
4,apache isis is a java framework for developing domain-driven and restful applications using the naked objects pattern .,1
11,"it graphically visualizes the static structure of software systems written in java , c# or in c++ code .",1
2,software a java implementation is included in the elki data mining framework .,1
5,"in 1993 he joined the java development team , writing the language 's compiler and taking responsibility for its first release to netscape in august 1995 .",1
24,"after suharto took the presidency in 1966 , he initiated a massive expansion of indonesian commercial logging , especially in the islands outside of java .",0
20,"in december , the brigade was part of operation pounce , a mission to disarm the remaining japanese forces in java until they could be relieved by dutch forces in april 1946 .",0
53,"on-device portals can be targeted to a specific mobile operating system or provide multi-platform support allowing operators to achieve a consistent , branded experience across of all devices whether they run on symbian ( symbian os ) , microsoft ( windows mobile ) , brew ( binary runtime environment for wireless ) , java or research in motion ( rim ) platforms .",1
41,"type-based alias analysis if the language being compiled is type safe , the compiler 's type checker is correct , and the language lacks the ability to create pointers referencing local variables , ( such as ml , haskell , or java ) then some useful optimizations can be made .",1
20,"step 2 - asm transformation automatically rewrites the legacy application code into object-oriented ( oo ) code ( c++ , java , c# , etc. ) and couples it to relational or object-oriented database .",1
5,"the software was written in java , with some c code to integrate a third party native library used for the voice over ip conferencing functionality .",1
15,scavis is scientific package which uses jython to call numerical and graphical libraries written in java julia is designed for cloud parallel scientific computing in mind on llvm - based jit as a backend .,1
17,"his poetry contains the adventures of samundis ( sindhi sailors ) and their voyage to lanka and java , in sur surirag and sur samundi , which feature various accounts on cultural , socialand economic outlook on people of thatta and the port debal in present day karachi .",0
6,"it is found on bali , java , sumatra and borneo , as well as in southern burma .",0
10,"in the region of cirebon on the northwest coast of java , kemanak are played in pairs by striking one against the other in a repetitive fashion .",0
8,wadler was involved in adding generic types to java 5.0 .,1
12,"he was posted to the new ship batavia , which sailed for java , in the east indies , in october 1628 .",0
10,"range southern burma , the malay peninsula , sumatra , java , nias and borneo .",0
18,findbugs is an open source program created by bill pugh and david hovemeyer which looks for bugs in java code .,1
7,"it is a cross-platform application written in java that runs on windows , linux , mac os , and other platforms that support the jvm .",1
12,"ein beitrag zur kenntnis der malaiischen strandfauna , 1920 -- polychaetes of java and amboina .",0
12,"it contains the single species snellenopsis mimetica , which is found on java .",0
4,burp suite is a java application that can be used to secure or penetrate web applications .,1
11,"fitnesse as a software tool fitnesse is a tool developed in java and shipped as a single , executable jar file .",1
10,"a thesis on indo-malayan tortricidae completed , he returned to java in 1939 to take up a post as an entomologist at a sugar plantations and industries research station .",0
18,"it is found in sri lanka , india , hong kong and on peninsular malaysia , borneo , java and possibly the philippines and sulawesi .",0
7,"at that time , holland controlled the java islands .",0
20,"in software engineering practice , they are often called signal and wait , release and acquire ( which the standard java library uses ) , or post and pend .",1
29,"he is the author of numerous widely used introductory textbook for more than 10 different programming language , including ada , basic , c , c++ , fortran , java , modula-2 , and pascal .",1
16,nieuws van den dag voor nederlandsch-indië was a dutch language newspaper published on the island of java in the dutch east indies ( modern-day indonesia ) .,0
14,"iter ( iterable , function ( value ) trace ( value ) ) ; java a foreach-construct was introduced in jdk 1.5.0 .",1
35,"programming courses offered cover four different programming languages starting with visual basic .net ( computer programming i ) followed by c# ( computer programming ii ) , sas ( sas programming i ) , and java ( ap computer science a ) .",1
20,the cirebonese are an ethnic group centered on the city of cirebon in the northern part of the island of java in indonesia .,0
56,"hinduism in southeast asia gave birth to the former champa civilization in southern parts of central vietnam , funan in cambodia , the khmer empire in indochina , langkasuka kingdom , gangga negara and old kedah in the malay peninsula , the sriwijaya kingdom on sumatra , the singosari kingdom and the majapahit empire based in java , bali , and parts of the philippine archipelago .",0
45,"over the following several postwar years , willison attended the staff college , camberley ( where he was judged to be one of the most outstanding students ) , served as brigade major with 1 indian infantry brigade as part of the reoccupation force in java , served as a staff officer at hq malaya command , posted to the war office in london and took command of 16 field company , royal engineers , stationed in egypt .",0
22,nclass is a free and open source software tool to create unified modeling language ( uml ) class diagram for c# and java applications .,1
3,a specimen from java is the type species of the genus .,0
17,"once borneo had been liberated , i australian corps was to form part of the invasion of java .",0
29,"google codef is a career event and mentoring program organized by google for female undergraduate computer scientist who have foundational coding skills in at least one of c++ , java or python .",1
6,"this cross-platform tool is written in java and is available in all of the popular operating systems including microsoft windows , linux and mac os x .",1
8,he has written books about the c and java programming languages .,1
8,"a magnitude 6.8 earthquake struck the south of java , indonesia , that occurred on april 3 , killing one person .",0
21,"the anonymous manuscript author also added that on 1880 only three temples of chen fu zhen ren had been built on java , i.e. at banyuwangi city , besuki , and probolinggo ; while bali had two temples , i.e. at buleleng and badung .",0
8,"browser plugins annodex plugin via cortado , a java based applet itheora , a php wrapper for cortado html 5 video tag wrapper for numerous plugin types .",1
9,the relief sculptures at the candi jago in east java are narratives of the mahabharata and are good examples of wayang style .,0
17,"range the branded orange awlet is found in india , sri lanka , myanmar , malaysia , java , thailand and vietnam .",0
12,"most mainstream statically typed languages , such as c++ , c# and java , are manifestly typed .",1
1,"in java , the augmenteddickeyfuller class is included in suanshu available under the com .",1
5,"batik is a pure - java library that can be used to render , generate , and manipulate svg graphics .",1
12,"gunungkaler is a district located in the tangerang regency of banten in java , indonesia .",0
16,"wesley international school is a private , christian , international school located in malang , eastern java , indonesia .",0
8,"a 1979 phreatic eruption on the island of java killed 140 people , most of whom were overcome by poisonous gases .",0
24,"in the last decades of the nineteenth century , coffee rust did serious damage to the coffee plantations of sri lanka , philippines , java and malaya , which led to the collapse of the coffee industry in lipa , batangas and almost brought about the extinction of the arabica variety .",0
7,"bleaching was recorded in east sumatra , java , bali , and lombok .",0
70,"subspecies are m. a. stuarti , western and central thailand m. a. invisa , northern thailand m. a. orientalis , southeast thailand and indo-china m. a. duvaucelii , malaysia , sumatra , and the lowlands of borneo m. a. gigantorhina , nias islands , west sumatra m. a. tanamassa , batu islands , west sumatra m. a. cyanea , mt. kinabalu , north borneo m. a. australis , the nominate java subspecies m. a. hebereri , bali ripley 's m. a. eximia , north borneo , is now usually split as the bornean barbet , m. eximia .",0
9,"say , xslt is a functional language , while java is object-oriented , and perl is a procedural one .",1
7,technology the mashape platform is built in java and play framework while the api proxy is open source and built in node.js .,1
7,javaserver faces ( jsf ) is a java specification for building component - based user interface for web application .,1
11,"for even wider scope , from bandar lampung on sumatra to java to denpasar on bali lies a near '' continual '' series of cities broken by some straits that potentially qualify as a megalopolis .",0
16,"jython , successor of jpython , is an implementation of the python programming language written in java .",1
6,buildings about 800 borobudur temple in java completed .,0
9,he married dutch citizen annie elisabeth maria moll in java in 1911 .,0
2,"john left java on june 1818 , on the ship caesar .",0
19,massive online analysis ( moa ) : a real-time big data stream mining with concept drift tool in the java programming language .,1
9,jgroups is a reliable multicast system written in the java language .,1
43,"returning to fremantle 27 june from her patrol area off southern indo-china and western borneo , the submarine refitted for her fourth war patrol , during which she performed three dangerous special missions , landing and later evacuating agents from the coast of java .",0
6,"however , default character encoding in java for os x is still macroman ( see ) , and the keyboard layout with its combination of control , option , and dead key still map to the original characters in macroman .",1
7,"following the augmentation of ensembles in central java over the last century , however , the east javanese have added one or two siyem and three or four kempul for each tuning system in many ensembles .",0
13,"sciencenet current status currently ( march 2010 ) 35 low cost linux-pcs running java and yacy software share ~ 300,000,000 documents in a distributed peer2peer network .",1
5,"therefore it is written in java , using jboss as applications server and postgres as default database .",1
2,"maven : java project management and comprehension tool mina : multipurpose infrastructure for network application , a framework to develop high performance and high scalability network applications .",1
22,"in 1879 he was appointed coeditor and later chief editor of the newspaper de locomotief ( the locomotive ) in semarang on java , and became editor-in-chief of indisch vaderland in 1883 .",0
32,"monochrome java-based models ( 5000 and 6000 series ) most of these models were the first blackberry models that had a built-in mobile phone , were the first models that natively ran java , and transmitted data over the normal 2g cellular network .",1
10,"the demak sultanate was a javanese muslim state located on java 's north coast in indonesia , at the site of the present day city of demak .",0
